threshold,precision,recall,f1
0.8599999999999999,0.41709183673469385,0.028792815003962312,0.05386706202125031
0.8699999999999999,0.4189189189189189,0.024566346746499955,0.04641104549613241
0.8799999999999999,0.4241379310344828,0.021660649819494584,0.04121638602663986
0.8899999999999999,0.44246031746031744,0.01963546711279387,0.03760222578197454
0.8999999999999999,0.4776470588235294,0.017874438672184557,0.0344593447631981
0.9099999999999999,0.4904109589041096,0.015761204543453377,0.030540863333902064
0.9199999999999999,0.515358361774744,0.013295764726600335,0.02592274678111588
0.9299999999999999,0.5063291139240507,0.010566170643655896,0.020700362256339484
0.94,0.5130890052356021,0.008629039358985648,0.016972635954277795
0.95,0.5177304964539007,0.006427753808224003,0.012697860497477823
